ANO;AGREGACAO;CODIGO;NOME;IDHM;IDHM_L;IDHM_E;IDHM_R;I_ESCOLARIDADE;I_FREQ_PROP;IDHMAD;IDHMAD_L;IDHMAD_E;IDHMAD_R;ATK_ESPVIDA;ATK_ANOSEST;ATK_RDPC;IDHMAD_PERDA;IDHMAD_L_PERDA;IDHMAD_E_PERDA;IDHMAD_R_PERDA;IDHMAD_COEF;ESPVIDA;MORT1;T_ENV;RAZDEP;T_FREQ5A6;T_FUND11A13;T_FUND15A17;T_MED18A20;T_FUND18M;ANOSEST;T_ANALF15M;T_ANALF18M;T_ANALF25M;T_FREQ6A14;T_FREQ15A17;T_FREQ18A24;T_FUND18A24;T_FUND25M;T_MED25M;T_SUPER25M;T_ATRASO_2_BASICO;T_ATRASO_2_FUND;T_FLBAS;T_FLFUND;T_FLMED;T_FLSUPER;RDPC;RDPCT;RENOCUP;PRENTRAB;RDPC1;RDPC2;RDPC3;RDPC4;RDPC5;RDPC10;R1040;R2040;GINI;THEIL;PIND;PMPOB;PPOB;RIND;RMPOB;RPOB;POPTOT;POP;POPT;POP5A6;POP6A14;POP6A17;POP11A13;POP15A17;POP15M;POP18A20;POP18A24;POP18M;POP25M;POP65M;POPOCUP18M
2013;UF;12;Acre;0.706;0.797;0.658;0.67;0.575;0.704;0.511;0.705;0.472;0.401;0.115;0.283;0.402;27.6;11.5;28.3;40.2;26.7;72.84;19.32;4.32;58.62;86.07;81.66;67.43;46.5;57.46;7.61;14.29;15.61;19.06;96.8;84.67;34.67;77.03;52.11;37;10.08;18.68;18.06;89.5;92.22;55.22;16.32;517.64;526.36;1135.18;76.84;77.75;175.88;293.86;499.86;1529.84;2236.87;17.64;12.06;0.553;0.543;7.95;21.65;44.22;37.47;82.38;138.11;790.155;789.861;776.772;35.513;158.007;209.410;56.240;51.403;532.306;44.902;103.337;480.903;377.565;34.155;274.704
2013;UF;13;Amazonas;0.702;0.769;0.659;0.683;0.631;0.674;0.53;0.674;0.53;0.417;0.124;0.195;0.389;24.5;12.4;19.5;38.9;23.6;71.11;20.18;4.56;56.53;89.53;85.15;57.17;37.66;63.13;8.84;7.29;7.96;9.52;98.01;87.88;32.7;75.66;59.75;46.66;9.8;19.88;15.62;93.88;95.26;51.19;12.04;561.11;567.27;1253.19;82.56;87.74;190.55;297.62;462.39;1769.04;2761.86;19.85;12.71;0.581;0.596;5.37;19.93;43.54;37.26;87.28;147.83;3.605.007;3.601.162;3.562.031;151.748;702.278;931.354;237.564;229.076;2.467.409;223.239;474.619;2.238.332;1.763.712;164.267;1.323.383
2013;UF;14;Roraima;0.738;0.757;0.735;0.723;0.709;0.748;0.568;0.673;0.598;0.456;0.111;0.186;0.369;23;11.1;18.6;36.9;22.2;70.44;17.89;3.06;51.86;92.05;92.14;69.04;46.08;70.85;9.63;6.41;7.03;8.83;97.7;88.24;33.85;85.89;66.5;52.5;16;15.23;11.07;93.99;95.3;59.1;16.43;717.96;721.41;1499.04;84.86;124.45;240.71;388.08;670.89;2162.01;3210.2;17.58;11.84;0.555;0.546;2.94;11.07;33.32;41.22;88.93;163.57;436.505;436.292;434.200;19.213;82.020;111.619;26.740;29.598;300.784;28.057;60.929;271.185;210.256;13.350;176.192
2013;UF;15;Para;0.671;0.774;0.592;0.66;0.534;0.624;0.509;0.684;0.462;0.418;0.116;0.22;0.367;24.1;11.6;22;36.7;23.4;71.44;18.39;5.26;53.33;91.26;78.86;47.06;32.36;53.43;7.64;10.2;11.07;13.44;98.31;84.6;31.73;70.21;49.03;34.27;7.36;28.77;23.64;92.57;95.9;40.28;9.47;484.8;488.13;984.52;76.65;88.42;185.36;291.44;457.44;1402.45;2085.25;15.23;10.24;0.531;0.499;6.32;19.49;43.53;43.49;86.31;144.99;8.014.493;8.002.451;7.947.903;309.892;1.488.947;1.987.259;510.463;498.311;5.648.656;502.485;1.069.695;5.150.344;4.080.648;421.588;2.998.057
2013;UF;16;Amapa;0.734;0.801;0.714;0.691;0.688;0.727;0.563;0.692;0.572;0.451;0.136;0.199;0.348;23.3;13.6;19.9;34.8;22.8;73.07;24.1;4.05;50.54;88.34;82.47;67.46;52.4;68.78;9.18;5.48;6.04;7.45;96.97;89.4;34.68;85.75;64.08;49.3;12.49;23.85;22.26;92.02;92.85;58.74;16.18;588.89;596.09;1316.1;86.21;116.66;230.1;349.12;596.24;1654.46;2327.11;13.42;9.54;0.513;0.448;2.91;12.48;34.7;27.24;90.87;158.88;737.941;737.553;728.637;24.976;141.404;192.662;51.397;51.257;520.086;46.045;101.662;468.828;367.166;29.884;283.199
2013;UF;17;Tocantins;0.719;0.79;0.691;0.68;0.599;0.742;0.549;0.701;0.522;0.453;0.113;0.244;0.334;23.6;11.3;24.4;33.4;23;72.42;17.55;6.52;52.72;89.68;88.79;67.08;51.27;59.92;8.11;11.63;12.62;15.35;97.01;84.92;29.05;81.47;54.66;39.79;10.31;14.76;10.13;91.33;92.38;57.97;15.73;550.02;554.98;1113.21;80.02;107.99;223.95;339.28;525.84;1550.72;2306.64;13.9;9.34;0.515;0.464;4.44;13.17;35.98;36.44;84.02;154.16;1.455.039;1.453.438;1.440.433;56.023;241.805;332.147;82.055;90.341;1.047.530;91.222;187.768;957.189;769.420;94.796;568.782
2013;UF;21;Maranhao;0.661;0.744;0.639;0.607;0.521;0.708;0.486;0.639;0.453;0.396;0.141;0.291;0.348;26.5;14.1;29.1;34.8;26;69.65;24.98;6.39;56.85;97.12;87.06;57.88;41.15;52.11;6.94;17.7;19.25;23.25;98.45;84.28;24.2;74.8;46.27;31.91;6.19;20.82;16.12;93.52;95.85;48.95;7.5;350.41;356.62;755.33;70.17;56.83;147.81;238.2;376.51;928.49;1289.43;12.6;9.07;0.494;0.436;12.7;28.09;53.55;39.27;75.76;132.27;6.803.063;6.798.988;6.680.480;283.552;1.257.279;1.674.091;420.916;416.811;4.772.433;394.589;890.797;4.355.621;3.464.824;435.033;2.193.365
2013;UF;22;Piaui;0.679;0.756;0.623;0.666;0.496;0.699;0.496;0.662;0.442;0.416;0.124;0.29;0.376;27.1;12.4;29;37.6;26.3;70.38;21.24;7.86;48.63;97.23;85.15;56.26;41.05;49.63;6.87;19.32;20.88;24.96;98.79;85.1;32.67;74.04;44.33;30.16;9.42;23.17;18.64;93.38;97.13;50.44;15.94;503.95;504.76;890.54;66.77;86.79;189.47;303.04;479.04;1463.6;2170.2;15.71;10.6;0.535;0.516;6.42;19.16;41.95;47.88;83.95;142.8;3.220.646;3.211.974;3.206.848;114.222;477.408;675.432;158.146;198.023;2.420.180;164.165;396.003;2.222.157;1.826.154;253.263;1.208.147
2013;UF;23;Ceara;0.705;0.801;0.667;0.656;0.54;0.742;0.516;0.715;0.478;0.402;0.107;0.284;0.387;26.8;10.7;28.4;38.7;25.9;73.03;16.76;8.21;48.85;98.16;86.32;63.83;48.46;53.96;7.22;16.24;17.45;21.13;98.3;81.47;26.56;79.38;47.87;33.36;7.91;16.76;12.82;90.39;93.4;50.64;13.14;472.85;477.4;893.21;69.89;73.73;173.89;290.84;466.32;1373.95;2024.87;16.35;11.1;0.537;0.522;8.78;22.78;44.22;41.97;80.91;134.91;8.789.334;8.781.485;8.697.917;278.125;1.351.351;1.863.632;482.665;512.281;6.626.076;519.311;1.182.145;6.113.795;4.931.649;721.282;3.227.867
2013;UF;24;Rio Grande do Norte;0.71;0.831;0.642;0.67;0.519;0.714;0.539;0.746;0.483;0.435;0.102;0.248;0.351;24;10.2;24.8;35.1;23.4;74.86;17.16;7.23;45.4;97.07;87.87;56.5;44.22;51.93;7.46;16.17;17.32;20.47;98.1;84.26;31.61;72.07;47.47;34.82;8.39;20.96;16.73;91.65;96.21;45.26;15.03;516;519.35;964.04;70.8;96.77;209.37;331.96;516.94;1421.24;2048.04;13.38;9.28;0.505;0.457;5.82;15.57;37.83;38.91;82.38;147.18;3.332.952;3.331.025;3.309.571;105.098;492.988;676.217;174.829;183.228;2.533.363;187.681;425.670;2.350.134;1.924.464;241.123;1.255.750
2013;UF;25;Paraiba;0.67;0.786;0.584;0.655;0.464;0.655;0.493;0.695;0.412;0.418;0.116;0.295;0.362;26.5;11.6;29.5;36.2;25.8;72.15;19.16;7.81;50.26;94.63;75.73;54.62;37.09;46.43;6.71;19.02;20.35;24.04;98.25;80.34;28.78;67.1;41.72;29.31;8.29;23.08;18.32;83.63;87.21;41.54;14.24;471.12;474.23;842.51;64.79;89.5;184.3;296.47;469.33;1315.58;1922.46;14.04;9.61;0.513;0.464;5.98;19.29;43.51;44.09;87.46;145.52;3.870.182;3.867.782;3.842.348;135.723;611.403;824.871;205.448;213.467;2.877.879;206.227;494.153;2.664.411;2.170.258;302.296;1.392.317
2013;UF;26;Pernambuco;0.703;0.792;0.641;0.685;0.552;0.69;0.517;0.713;0.479;0.405;0.1;0.252;0.409;26.5;10;25.2;40.9;25.4;72.5;14.94;8.16;48.43;94.64;82.16;54.57;44.67;55.23;7.76;14.42;15.46;17.91;97.44;83.33;28.21;72.62;51.61;37.28;9.76;21.15;17.06;89.24;91.97;44;12.42;569.17;577.74;1155.81;72.38;86.14;195.12;314.89;510.3;1738.64;2656.61;18.89;12.36;0.566;0.57;6.96;18.24;41.04;34.91;80.7;143.65;9.133.857;9.129.160;8.993.857;281.710;1.389.407;1.906.332;469.222;516.924;6.899.087;461.429;1.097.408;6.382.162;5.284.753;745.520;3.237.632
2013;UF;27;Alagoas;0.648;0.756;0.573;0.629;0.477;0.628;0.471;0.652;0.404;0.396;0.137;0.295;0.371;27.4;13.7;29.5;37.1;26.8;70.37;24.25;6.58;51.91;91.1;81.07;44.77;34.27;47.7;6.7;19.6;21.2;25.31;96.77;80.15;30.4;64.68;43.62;28.87;6.93;26.16;19.34;89.63;92.2;36.07;11.06;401.31;405.67;862.73;68.27;70.12;164.27;253.78;406.06;1112.15;1607.44;13.72;9.49;0.51;0.467;9.58;23.36;50.34;37.6;79.34;139.91;3.240.801;3.238.013;3.203.193;117.626;564.918;760.717;201.390;195.798;2.346.512;188.787;416.408;2.150.713;1.734.304;213.181;1.020.329
2013;UF;28;Sergipe;0.683;0.779;0.598;0.685;0.536;0.631;0.5;0.689;0.443;0.409;0.115;0.259;0.403;26.8;11.5;25.9;40.3;25.9;71.76;19.09;6.28;48.24;96.01;76.65;43.06;36.61;53.57;7.41;14.98;16.12;19.41;97.45;85.45;35.46;69.81;49.49;34.82;9.71;30.99;24.96;89.22;92.21;34.87;16.67;567.26;572.98;1069.75;72.18;91.44;190.15;301.41;494.21;1760.2;2683.09;19.06;12.5;0.572;0.579;5.36;18.75;42.18;36.62;87.6;145.93;2.173.287;2.170.562;2.148.871;75.464;359.077;490.751;131.926;131.674;1.602.672;130.866;295.254;1.470.998;1.175.743;136.585;825.918
2013;UF;29;Bahia;0.68;0.794;0.594;0.667;0.52;0.635;0.498;0.699;0.432;0.41;0.12;0.273;0.385;26.7;12;27.3;38.5;25.9;72.66;20.02;7.52;48.44;93.72;80.07;46.83;33.47;52;7.34;14.89;15.81;18.76;97.98;87.46;32.45;71.56;47.9;36.27;6.94;28.19;22.64;92.64;94.21;41.2;9.27;508.14;513.16;937.81;72.8;82.85;190.78;305.58;492.31;1468.37;2179.02;15.93;10.73;0.535;0.514;7;19.79;41.8;38.44;82.08;141.58;14.485.978;14.477.354;14.335.786;468.534;2.307.396;3.074.231;848.550;766.835;10.847.528;791.402;1.748.481;10.080.692;8.332.211;1.088.678;5.671.960
2013;UF;31;Minas Gerais;0.758;0.857;0.692;0.733;0.563;0.768;0.606;0.785;0.567;0.499;0.084;0.18;0.319;20;8.4;18;31.9;19.4;76.4;12.63;8.46;42.79;94.23;93.29;67.48;52.04;56.28;8.23;7.18;7.65;8.99;98.91;83.27;27.78;83.94;50.79;37.1;10.95;13.52;9.77;92.75;96.33;57.42;17.24;765.94;770.6;1251.69;75.03;158.48;331.06;510.76;744.17;2087.87;3018.12;12.33;8.53;0.491;0.423;1.93;6.87;20.65;30.19;88.5;161.39;20.361.190;20.339.370;20.216.240;544.442;2.730.776;3.835.368;960.871;1.104.592;15.981.440;1.054.720;2.463.757;14.876.847;12.413.090;1.722.014;9.255.448
2013;UF;32;Espirito Santo;0.765;0.87;0.701;0.734;0.609;0.752;0.609;0.8;0.578;0.488;0.08;0.175;0.335;20.4;8;17.5;33.5;19.7;77.17;10.18;6.72;40.64;93.65;84.89;67.1;55.12;60.89;8.72;6.27;6.72;7.87;98.13;82.44;25.87;82.04;56.72;41.97;11.38;18.94;15.16;87.76;90.65;53.35;16.19;772.78;780.96;1339.92;78.51;158.04;319.56;495.01;757.68;2131.72;3060.34;12.82;8.93;0.499;0.427;2.3;6.68;21.14;24.64;81;163.14;3.733.092;3.731.799;3.692.733;106.849;509.873;708.482;181.193;198.609;2.905.299;190.355;445.652;2.706.689;2.261.037;250.974;1.677.480
2013;UF;33;Rio de Janeiro;0.768;0.837;0.715;0.757;0.698;0.723;0.618;0.765;0.622;0.497;0.086;0.13;0.344;19.5;8.6;13;34.4;18.7;75.23;12.78;9.92;43.35;95.68;84.73;62.43;46.45;69.82;9.8;2.97;3.14;3.57;98.1;89.05;32.52;85.12;67.24;50.68;14.78;21.56;17.45;92.77;93.53;54.53;16.9;888.32;900.24;1470.93;74.46;168.38;350.93;542.56;845.58;2530.97;3659.57;14.09;9.75;0.517;0.462;2.64;6.01;18.04;20.84;73.64;158.05;16.615.861;16.606.616;16.386.746;405.242;2.149.168;2.944.148;739.732;794.980;13.238.786;776.982;1.793.705;12.443.806;10.650.101;1.647.878;7.438.407
2013;UF;35;Sao Paulo;0.818;0.869;0.8;0.787;0.713;0.848;0.67;0.806;0.691;0.54;0.073;0.136;0.314;18.1;7.3;13.6;31.4;17.4;77.15;10.88;8.91;41.69;95.41;93.63;84.01;66.29;71.25;9.91;3.19;3.37;3.91;98.67;84.31;27.11;92.2;67.5;52.89;18.45;8.46;6.8;92.56;92.98;68.41;19.61;1068.69;1078.41;1759.92;79.07;217.25;435.79;655.07;1013.55;3025.52;4359.81;13.35;9.27;0.51;0.446;1.56;3.34;11.95;17.76;68.86;165.58;43.522.921;43.501.895;43.109.880;1.158.804;5.420.479;7.472.970;1.921.459;2.052.490;34.595.187;2.059.507;4.936.076;32.542.696;27.606.620;3.878.493;20.753.693
2013;UF;41;Parana;0.782;0.852;0.737;0.761;0.634;0.794;0.634;0.787;0.608;0.533;0.076;0.175;0.299;18.9;7.6;17.5;29.9;18.3;76.09;10.62;7.89;42.85;92.92;93.48;73.4;57.69;63.36;8.95;5;5.31;6.21;98.52;81.92;29.34;85.49;59.11;43.51;14.65;9.85;6.75;91.03;92.22;58.59;19.25;912.6;918.37;1529.1;80.56;204.87;411.04;606.77;922.69;2411.69;3407.88;11.07;7.83;0.473;0.387;1.31;4.18;13.27;20.68;86.94;164.97;10.894.879;10.887.402;10.819.011;299.131;1.484.260;2.050.666;504.620;566.405;8.486.453;540.484;1.273.577;7.920.047;6.646.470;859.659;5.186.766
2013;UF;42;Santa Catarina;0.801;0.885;0.757;0.768;0.653;0.815;0.679;0.823;0.659;0.576;0.07;0.13;0.25;15.3;7;13;25;15;78.07;10.17;7.51;39.76;92.93;93.12;82.81;57.14;65.33;9.16;3;3.18;3.68;98.45;80.7;30.19;89.19;60.61;42.67;13.49;9.88;7.97;90.07;90.92;62.54;21.68;949.54;954.23;1507.81;77.46;255.29;489.61;691.35;984.07;2336.33;3208.79;8.62;6.27;0.428;0.314;0.74;2.25;8.94;13.19;81.56;174.15;6.608.855;6.605.740;6.573.313;174.091;857.452;1.182.292;299.614;324.840;5.224.880;336.242;808.175;4.900.039;4.091.864;496.112;3.185.122
2013;UF;43;Rio Grande do Sul;0.773;0.865;0.691;0.773;0.605;0.738;0.642;0.802;0.603;0.546;0.073;0.128;0.294;17.1;7.3;12.8;29.4;16.5;76.91;10.49;9.35;41.13;85.32;89.9;69.87;50.08;60.51;9.12;3.63;3.79;4.28;98.12;86.38;31.9;84.14;56.37;41.62;12.52;17.98;14.16;93.14;93.9;58.74;20.91;984.82;989.6;1487.01;72.67;221.46;443.15;652.19;969.68;2633.73;3742.57;11.26;7.93;0.477;0.393;1.16;3.07;11.72;25.54;79.05;168.81;11.047.661;11.039.489;10.986.098;269.168;1.362.524;1.874.002;497.435;511.477;8.861.513;508.390;1.246.654;8.350.035;7.103.381;1.033.324;5.273.336
2013;UF;50;Mato Grosso do Sul;0.743;0.828;0.674;0.735;0.588;0.722;0.599;0.746;0.547;0.526;0.099;0.188;0.285;19.4;9.9;18.8;28.5;19.1;74.65;15.52;6.3;46.43;93.47;87.54;62.34;45.42;58.75;8.54;6.15;6.61;7.9;98.1;81.89;32.34;79.01;54.5;39.66;11.57;17.12;13.45;92.29;94.72;51.69;19.71;775.41;778.2;1342.92;80.38;186.05;349.02;519.02;775.89;2049.45;2914.36;10.89;7.66;0.472;0.383;1.17;4.1;17.44;32.84;86.52;173.81;2.523.936;2.523.087;2.514.031;82.844;387.757;520.812;125.624;133.054;1.882.675;128.817;303.597;1.749.621;1.446.024;158.992;1.160.011
2013;UF;51;Mato Grosso;0.758;0.807;0.732;0.738;0.631;0.788;0.604;0.718;0.582;0.526;0.11;0.205;0.287;20.4;11;20.5;28.7;20.1;73.43;18.27;5.96;42.69;93.81;88.05;80.02;53.29;63.06;8.58;6.84;7.32;8.66;98.03;84.2;32.23;86.13;57.79;41.36;13.04;11.25;9.75;87.13;89.51;60.52;19.77;788.18;793.83;1397.53;83.02;188.42;368.15;552.81;811.94;2025.88;2821.36;10.14;7.28;0.456;0.357;1.56;4.44;16.12;23.14;80.68;168.27;3.176.443;3.174.019;3.151.429;101.381;447.821;625.354;151.295;177.533;2.415.242;172.188;416.400;2.237.709;1.821.308;189.198;1.468.047
2013;UF;52;Goias;0.752;0.81;0.71;0.74;0.612;0.765;0.607;0.727;0.577;0.533;0.103;0.188;0.28;19.4;10.3;18.8;28;19;73.58;16.35;7;43.56;92.13;88.47;74.13;51.28;61.15;8.6;6.96;7.45;8.81;98.33;82.4;29.14;85.69;55.82;40.82;11.24;12.43;9.58;91.12;92.71;59.44;17.95;798.41;803.36;1337.42;79.64;197.4;376.44;538.28;772.97;2108.36;3018.8;10.52;7.35;0.465;0.368;1.17;3.57;14.6;20.31;84.11;168.58;6.417.228;6.416.433;6.376.881;192.027;906.827;1.239.481;327.183;332.654;4.919.494;345.971;817.404;4.586.839;3.769.435;449.357;3.019.915
2013;UF;53;Distrito Federal;0.837;0.87;0.794;0.848;0.783;0.799;0.654;0.804;0.696;0.5;0.076;0.124;0.41;21.8;7.6;12.4;41;20.3;77.17;11.28;5.77;37.89;88.43;93.43;70.4;67.45;78.33;10.95;2.69;2.86;3.45;98.33;87.41;38.42;90.43;75.62;63.18;26.7;15.88;11.33;93.64;96.28;56.7;30.07;1568.87;1591.91;2596.43;81.15;202.91;446.44;761.09;1536.13;4901.1;6725.06;20.71;15.1;0.579;0.613;2.11;4.2;13.23;13.05;61.57;155.74;2.763.488;2.753.720;2.713.866;85.281;380.760;519.239;124.052;138.478;2.163.505;146.823;370.244;2.025.026;1.654.781;159.395;1.345.308
2014;UF;11;Rondonia;0.692;0.765;0.627;0.691;0.552;0.669;0.541;0.67;0.482;0.491;0.124;0.232;0.289;21.8;12.4;23.2;28.9;21.5;70.91;20.99;5.24;43.51;88.61;78.19;59.18;41.73;55.16;7.7;7.79;8.41;10.28;97.18;81.27;29.18;76.15;49.92;34.71;7.99;17.82;12.92;80.6;83.03;42.15;13.13;589.03;594.98;1155.77;82.08;139.49;282.4;427.87;634.12;1451.18;1984.85;9.41;6.88;0.443;0.34;2.93;8.25;25.13;28.66;81.38;158.89;1.667.748;1.667.748;1.651.085;59.659;261.130;361.483;87.133;100.352;1.249.539;108.848;229.777;1.149.186;919.409;87.441;691.406
2014;UF;12;Acre;0.715;0.804;0.679;0.669;0.595;0.726;0.52;0.715;0.483;0.406;0.111;0.289;0.393;27.3;11.1;28.9;39.3;26.4;73.21;18.51;4.41;54.74;90.51;83.49;66.59;49.68;59.53;7.78;14.23;15.58;19.08;97.41;83.77;33.22;79.97;53.62;39.13;11.3;17.4;15.81;88.77;93.02;51.62;16.09;514.59;520.61;1152.19;79.97;85.27;188.04;304.82;512.29;1487.75;2081.43;15.23;10.89;0.529;0.496;7.06;19.87;43.19;39.74;84.58;144.29;803.127;802.573;793.296;31.227;154.279;208.700;54.777;54.421;554.472;52.449;112.080;500.051;387.971;35.457;285.105
2014;UF;13;Amazonas;0.706;0.773;0.667;0.683;0.637;0.682;0.531;0.679;0.531;0.415;0.121;0.204;0.393;24.8;12.1;20.4;39.3;23.9;71.36;19.53;4.8;56.06;86.63;85.48;57.21;43.59;63.65;8.77;7.22;7.88;9.43;97.35;83.18;34.09;76.85;60.25;45.95;10.39;20.66;16.7;90.98;93.59;47.55;14.57;561.4;563.76;1220.64;80.39;93.17;191.42;308.98;507.36;1706.23;2574.83;18.09;11.99;0.562;0.566;5.54;19.32;41.74;44.29;90.72;146.14;3.670.689;3.667.672;3.652.289;154.252;709.275;946.824;245.759;237.548;2.528.110;217.666;469.569;2.290.561;1.820.992;176.021;1.347.309
2014;UF;14;Roraima;0.744;0.763;0.757;0.712;0.708;0.782;0.576;0.679;0.62;0.455;0.11;0.181;0.361;22.5;11;18.1;36.1;21.7;70.77;17.69;3.89;49.53;95.55;91.33;72.13;53.61;70.82;9.59;6.2;6.78;8.55;98.64;87.98;37.22;86.44;66.19;52.1;13.8;14.63;10.87;93.75;94.72;61.13;22.3;673.18;678.29;1366.77;84.61;126.66;259.87;398.5;649.51;1935.07;2805.43;14.52;10.01;0.523;0.479;3.21;10.52;29.05;33.95;86.66;157.79;446.318;445.352;441.998;16.134;78.291;109.782;25.741;31.491;315.825;29.503;65.039;284.334;219.294;17.345;184.181
2014;UF;15;Para;0.684;0.777;0.623;0.66;0.564;0.655;0.529;0.688;0.499;0.43;0.114;0.199;0.348;22.7;11.4;19.9;34.8;22;71.64;17.78;5.47;52.9;91.77;83.49;52.07;34.52;56.44;7.99;8.99;9.74;11.8;97.98;86.49;32.99;73.2;52.04;36.6;7.19;25.97;21.34;93.27;96.15;45.37;10.25;486.65;490.26;998.74;76.56;92.05;195.22;310.56;486.53;1349.91;1930.19;13.44;9.4;0.507;0.453;5.31;18.8;40.82;41.94;88.64;145.62;8.109.173;8.099.278;8.039.631;309.878;1.487.991;1.978.896;507.857;490.905;5.746.884;496.908;1.092.013;5.255.979;4.163.966;443.356;2.997.206
2014;UF;16;Amapa;0.725;0.806;0.688;0.687;0.687;0.689;0.557;0.698;0.553;0.447;0.134;0.196;0.349;23.2;13.4;19.6;34.9;22.6;73.37;23.88;3.77;55.6;87.71;88.43;55.64;43.87;68.72;9.3;6.54;7.11;8.91;97.59;83.98;31.39;81.9;65;50.85;13.81;23.19;18.97;91.47;95.17;46.61;14.84;575.63;580.4;1336.84;84.41;109.07;209.68;345.45;573.01;1644.02;2338.99;14.68;10.32;0.522;0.475;4.33;13.7;37.72;43.56;89.71;153.02;755.067;755.067;748.858;30.838;149.909;197.502;54.296;47.593;513.698;46.901;102.524;466.105;363.580;28.438;272.674
2014;UF;17;Tocantins;0.737;0.795;0.729;0.692;0.633;0.782;0.565;0.707;0.555;0.459;0.111;0.239;0.337;23.5;11.1;23.9;33.7;22.9;72.71;16.97;5.88;51.31;94.57;92.45;70.13;55.82;63.3;8.42;10.75;11.7;14.37;98.7;89.23;30.65;85.48;57.9;42.81;11.86;14.04;9.84;95.18;95.51;62.61;16.48;593.84;596.93;1193.93;81.18;122.57;244.03;378.03;596.06;1647.12;2344.07;12.79;8.99;0.497;0.435;3.29;11.64;31.41;36.98;89.09;157.46;1.472.751;1.472.492;1.464.872;50.907;252.136;344.424;84.455;92.287;1.059.946;91.494;189.491;967.658;778.167;86.601;590.168
2014;UF;21;Maranhao;0.663;0.749;0.639;0.61;0.527;0.704;0.495;0.646;0.461;0.408;0.137;0.278;0.331;25.3;13.7;27.8;33.1;24.9;69.96;23.73;6.7;57.35;97.36;86.59;59.84;37.7;52.65;7.03;17.19;18.73;22.55;98.46;84.4;25.74;76.66;46.86;31.92;5.7;20.06;15.91;93.4;95.4;51.04;8.82;356.63;360.01;722.1;69.51;66.24;157.07;249.8;389.21;921.91;1268.59;11.36;8.26;0.475;0.407;10.04;25.84;51.5;41.8;79.71;137.23;6.841.945;6.837.804;6.773.543;254.554;1.302.838;1.736.283;444.477;433.445;4.806.505;370.774;849.693;4.373.059;3.523.365;458.149;2.328.287
2014;UF;22;Piaui;0.686;0.76;0.639;0.665;0.507;0.718;0.509;0.668;0.463;0.426;0.121;0.276;0.359;25.8;12.1;27.6;35.9;25.2;70.57;20.54;8.15;50.47;98.99;87.2;55.92;45.16;50.7;7.11;18.87;20.16;23.78;99.19;88.23;29.74;74.5;45.66;32.04;9.12;20.93;15.32;95.2;96.7;49.19;13.85;502.7;503.72;841.61;64.92;87.48;193.31;316.85;513.06;1405.3;2012.32;14.33;10.01;0.516;0.48;5.63;20.31;40.59;48.63;88.48;142.15;3.228.556;3.224.527;3.217.988;105.673;503.604;673.987;166.871;170.383;2.408.770;179.476;391.137;2.238.386;1.847.249;263.105;1.243.950
2014;UF;23;Ceara;0.71;0.804;0.679;0.656;0.557;0.75;0.529;0.72;0.495;0.416;0.104;0.271;0.366;25.5;10.4;27.1;36.6;24.7;73.26;15.91;8.1;47.83;97.85;87.88;64.36;49.73;55.67;7.37;15.61;16.77;20.05;98.63;80.7;26.48;81.11;49.82;33.91;7.48;13.95;10.55;88.42;91.62;51.5;14.24;473.59;477.73;872.37;69.37;82.85;187.07;297.49;465.89;1337.17;1980.2;14.67;9.91;0.522;0.488;8.01;19.77;43.1;43.14;81.82;142.63;8.843.725;8.826.164;8.749.641;275.219;1.339.348;1.838.370;456.081;499.021;6.698.447;522.823;1.158.714;6.199.426;5.040.711;716.107;3.300.919
2014;UF;24;Rio Grande do Norte;0.723;0.836;0.668;0.676;0.551;0.735;0.549;0.753;0.508;0.432;0.099;0.239;0.361;24;9.9;23.9;36.1;23.3;75.13;16.24;7.49;45.37;96.73;87.81;55.05;54.22;55.07;7.71;15.42;16.45;19.51;98.82;80.15;33.65;79.09;49.75;37.43;9.48;16.69;13.21;92.36;96.63;45.43;19.27;536.41;539.18;999.12;70.76;100.34;216.81;340.13;521.21;1506.15;2170.41;13.69;9.5;0.51;0.468;6.23;14.64;36.89;41.86;81.37;149.5;3.363.084;3.361.449;3.344.209;110.548;505.588;686.727;169.526;181.139;2.565.542;193.168;431.897;2.384.403;1.952.506;252.031;1.270.919
2014;UF;25;Paraiba;0.69;0.791;0.619;0.671;0.5;0.688;0.512;0.702;0.452;0.424;0.112;0.27;0.368;25.7;11.2;27;36.8;25;72.48;18.09;7.96;50.38;97.62;86.24;49.02;42.2;49.96;7.29;17.32;18.42;21.51;98.15;81.81;29.47;69.73;46.07;33.8;9;20.37;15.44;92.69;95.49;41.35;15.81;520.86;524.39;940.5;68.74;98.29;203.31;316.56;493.78;1494.22;2234.55;14.82;9.91;0.524;0.485;5.23;15.76;40.15;39.25;84.85;151.47;3.889.589;3.886.950;3.860.798;133.276;597.249;793.809;204.205;196.559;2.896.222;196.097;443.932;2.699.663;2.255.730;309.684;1.470.837
